drug_id,snapshot_date,ticker,catalyst_date,verdict,setup,conviction,evidence,pulled_at
811241018860044876,2026-09-21,TAK,2026-10-02,SELL VOL,VOL_SELL_RICH,100,untested,2026-09-21 23:09:48.681911
814649937907544778,2026-09-21,ALGS,2027-03-01,SHORT,DILUTION_SHORT,20,supported,2026-09-21 23:09:48.681911
815334073944225079,2026-09-21,TAK,2026-12-31,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
818335021774687806,2026-09-21,ORIC,2026-09-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
819959254288856105,2026-09-21,TVTX,2027-03-12,NO TRADE,NO_EDGE,7,,2026-09-21 23:09:48.681911
828416916200427795,2026-09-21,AZN,2027-01-13,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
829958228344830551,2026-09-21,IRON,2026-09-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
830551219423525543,2026-09-21,XENE,2026-10-01,BUY VOL,VOL_BUY_CHEAP,53,untested,2026-09-21 23:09:48.681911
831943043014285870,2026-09-21,IDYA,2027-01-15,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
836772153399541500,2026-09-21,BHVN,2026-10-01,SHORT,DILUTION_SHORT,23,supported,2026-09-21 23:09:48.681911
836799262687333160,2026-09-21,NVS,2026-09-30,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
837144321409627112,2026-09-21,PCVX,2027-03-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
839723581447104076,2026-09-21,TPB,2026-09-30,BUY VOL,VOL_BUY_CHEAP,83,untested,2026-09-21 23:09:48.681911
841907168274376399,2026-09-21,ARVN,2026-11-30,SELL VOL,VOL_SELL_RICH,35,untested,2026-09-21 23:09:48.681911
843648242682071467,2026-09-21,BMY,2027-01-30,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
844641943454049418,2026-09-21,SNY,2026-12-17,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
849379780256696155,2026-09-21,DNLI,2027-03-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
855637026909256948,2026-09-21,PRAX,2026-12-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
862440463540233142,2026-09-21,TAK,2026-11-30,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
862572071388100498,2026-09-21,CGEN,2027-03-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
871069256005475479,2026-09-21,NVS,2027-01-29,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
871451690115215623,2026-09-21,PGEN,2026-11-11,SHORT,DILUTION_SHORT,30,supported,2026-09-21 23:09:48.681911
872694879095706496,2026-09-21,IBRX,2026-09-30,NO TRADE,NO_EDGE,8,,2026-09-21 23:09:48.681911
875757317107893180,2026-09-21,VERX,2026-10-30,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
877622113475905426,2026-09-21,SRPT,2026-12-31,SHORT,DILUTION_SHORT,28,supported,2026-09-21 23:09:48.681911
877825641085743538,2026-09-21,INCY,2026-09-28,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
879976936928276893,2026-09-21,OMER,2026-12-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
886448113848109326,2026-09-21,SHNTY,2026-12-31,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
891391672366148642,2026-09-21,MRK,2026-10-28,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
897418545255637154,2026-09-21,NVS,2027-02-02,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
899415956492094485,2026-09-21,SUPN,2026-12-30,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
901079765240181641,2026-09-21,GNLX,2026-12-01,SELL VOL,VOL_SELL_RICH,44,untested,2026-09-21 23:09:48.681911
906025417708957484,2026-09-21,SVA,2026-11-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
907655497094013976,2026-09-21,CRDL,2026-09-21,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
912944536941205247,2026-09-21,SHNTY,2026-12-10,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
917745918414922256,2026-09-21,AZN,2027-01-29,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
918260391526644166,2026-09-21,ARGX,2027-02-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
921811232348627916,2026-09-21,AZN,2026-11-17,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
924642304817281289,2026-09-21,PFE,2027-03-17,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
928126807027574493,2026-09-21,TAK,2027-02-10,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
929016968323953501,2026-09-21,GILD,2026-12-01,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
931170603447390732,2026-09-21,TYRA,2026-11-01,NO TRADE,NO_EDGE,6,,2026-09-21 23:09:48.681911
932727825410692770,2026-09-21,MRK,2027-01-04,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
935598807117953346,2026-09-21,PFE,2026-12-08,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
935769080215225753,2026-09-21,KPRX,2026-11-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
937322181399828706,2026-09-21,VRTX,2026-11-30,NO TRADE,NO_EDGE,6,,2026-09-21 23:09:48.681911
940029896160339359,2026-09-21,SXTP,2027-02-01,SHORT,DILUTION_SHORT,28,supported,2026-09-21 23:09:48.681911
940807918487722332,2026-09-21,BMY,2026-11-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
944604394640722945,2026-09-21,VNDA,2026-12-01,BUY VOL,VOL_BUY_CHEAP,20,untested,2026-09-21 23:09:48.681911
947363399083881304,2026-09-21,FDMT,2027-03-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
948177646908802036,2026-09-21,SVA,2027-01-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
949294619915297804,2026-09-21,ABCL,2027-02-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
949819988737086514,2026-09-21,LLY,2027-02-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
949970401044453555,2026-09-21,ABBV,2027-03-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
955252076161769738,2026-09-21,BTAI,2026-11-14,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
960060430215535671,2026-09-21,BIIB,2026-12-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
961412990398880152,2026-09-21,AZN,2026-10-23,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
974022527001432805,2026-09-21,AZN,2026-11-02,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
974347803624130919,2026-09-21,OCGN,2027-02-12,NO TRADE,NO_EDGE,6,,2026-09-21 23:09:48.681911
975155466976797575,2026-09-21,PFE,2026-11-29,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
977726819793520492,2026-09-21,SRPT,2026-10-31,SHORT,DILUTION_SHORT,31,supported,2026-09-21 23:09:48.681911
979439545861050343,2026-09-21,CGON,2026-11-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
979765115718867012,2026-09-21,APOG,2026-11-01,BUY VOL,VOL_BUY_CHEAP,18,untested,2026-09-21 23:09:48.681911
981345309163066026,2026-09-21,AAPG,2026-12-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
984757253729357229,2026-09-21,SNY,2027-01-08,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
989271056923145332,2026-09-21,REGN,2026-11-02,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
1000307395574077313,2026-09-21,IONS,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
1005006289867780451,2026-09-21,BIOA,2026-11-30,NO TRADE,NO_EDGE,6,,2026-09-21 23:09:48.681911
1005465036733817054,2026-09-21,INCY,2026-12-26,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
1005586876714992166,2026-09-21,NPCE,2026-11-30,SELL VOL,VOL_SELL_RICH,73,untested,2026-09-21 23:09:48.681911
1006794984131010177,2026-09-21,CELZ,2027-01-20,NO TRADE,NO_EDGE,7,,2026-09-21 23:09:48.681911
1010767394841206325,2026-09-21,KPTI,2026-09-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
1014035734390058440,2026-09-21,NVS,2026-12-30,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
1015589753860446178,2026-09-21,ABBV,2026-12-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
1020952605897517064,2026-09-21,GILD,2027-01-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
1021885988616742161,2026-09-21,BHVN,2026-09-01,NO TRADE,NO_EDGE,5,,2026-09-21 23:09:48.681911
1035834745534574183,2026-09-21,OLMA,2026-10-31,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
1039687324740845911,2026-09-21,LLY,2027-03-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
1045511314910523081,2026-09-21,CYTK,2026-11-14,LONG,BASE_RATE_LONG,29,weak,2026-09-21 23:09:48.681911
1051646802441902831,2026-09-21,MRK,2027-01-31,NO TRADE,NO_EDGE,0,,2026-09-21 23:09:48.681911
1053390061336547340,2026-09-21,CRDF,2026-11-01,SHORT,RUNUP_FADE,16,not supported,2026-09-21 23:09:48.681911
1054134680903477515,2026-09-21,ONC,2027-03-01,LONG,BASE_RATE_LONG,14,weak,2026-09-21 23:09:48.681911
1054988797500202616,2026-09-21,BFRI,2026-09-28,SHORT,DILUTION_SHORT,60,supported,2026-09-21 23:09:48.681911
1055702941273875556,2026-09-21,ESLA,2026-12-31,SHORT,DILUTION_SHORT,40,supported,2026-09-21 23:09:48.681911
1064093227499377860,2026-09-21,SNY,2026-10-14,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
1064097952497276106,2026-09-21,SHNTY,2026-12-31,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
1064460774881995089,2026-09-21,ORN,2026-10-31,SHORT,DILUTION_SHORT,31,supported,2026-09-21 23:09:48.681911
1069555332067829601,2026-09-21,MRK,2026-09-21,NO TRADE,NO_EDGE,6,,2026-09-21 23:09:48.681911
1071883477195429269,2026-09-21,IMUX,2026-11-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
1074849078858657583,2026-09-21,OCGN,2026-09-28,BUY VOL,VOL_BUY_CHEAP,43,untested,2026-09-21 23:09:48.681911
1080991591798066119,2026-09-21,IRON,2027-02-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
1083373184085764640,2026-09-21,NVO,2027-01-29,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
1083591072159416426,2026-09-21,AZN,2026-10-07,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
1086737037242384820,2026-09-21,MLTX,2026-09-28,BUY VOL,VOL_BUY_CHEAP,70,untested,2026-09-21 23:09:48.681911
1090442318526189002,2026-09-21,ACLX,2026-12-23,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
1098435263871917759,2026-09-21,SHNTY,2026-09-30,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
1098485338560595212,2026-09-21,IONS,2027-03-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
1107883911222999666,2026-09-21,CGEM,2027-02-27,LONG,BASE_RATE_LONG,29,weak,2026-09-21 23:09:48.681911
1111741790448869047,2026-09-21,LLY,2026-10-01,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
1115661091815337025,2026-09-21,MNKD,2027-03-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
1116979951023941593,2026-09-21,NVS,2027-02-22,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
1117274783998517557,2026-09-21,PFE,2026-12-30,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
1120231733031785774,2026-09-21,PMVP,2026-12-15,NO TRADE,NO_EDGE,8,,2026-09-21 23:09:48.681911
1124917677369366444,2026-09-21,SBFM,2027-02-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
1129069328609836496,2026-09-21,COYA,2027-01-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
1130592316199161627,2026-09-21,ABBV,2027-02-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
1133023200754732246,2026-09-21,LLY,2027-02-01,NO TRADE,NO_EDGE,3,,2026-09-21 23:09:48.681911
1137344999849900844,2026-09-21,CORT,2026-12-01,NO TRADE,NO_EDGE,2,,2026-09-21 23:09:48.681911
1140504301184142882,2026-09-21,CELZ,2027-01-31,SHORT,DILUTION_SHORT,51,supported,2026-09-21 23:09:48.681911
1147880790676437962,2026-09-21,VNDA,2026-12-01,BUY VOL,VOL_BUY_CHEAP,15,untested,2026-09-21 23:09:48.681911
1148655894592698436,2026-09-21,ONC,2026-11-01,NO TRADE,NO_EDGE,4,,2026-09-21 23:09:48.681911
1149492502398867425,2026-09-21,PFE,2026-12-04,NO TRADE,NO_EDGE,1,,2026-09-21 23:09:48.681911
1151220833485279542,2026-09-21,COGT,2027-03-01,SHORT,DILUTION_SHORT,17,supported,2026-09-21 23:09:48.681911
5908689688060934,2026-09-22,NBIX,2027-02-01,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
21472434693612275,2026-09-22,NVS,2027-02-26,NO TRADE,NO_EDGE,0,,2026-09-22 10:42:52.640830
27475574894590278,2026-09-22,SNY,2026-09-30,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
50375983196071472,2026-09-22,ABBV,2026-10-01,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
68064694239018827,2026-09-22,TLX,2027-01-01,NO TRADE,NO_EDGE,0,,2026-09-22 10:42:52.640830
68812751625955080,2026-09-22,NTHI,2026-12-30,SHORT,DILUTION_SHORT,39,supported,2026-09-22 10:42:52.640830
74773904448218393,2026-09-22,BMY,2026-10-19,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
83631644793199916,2026-09-22,LLY,2026-11-01,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
84144411003217329,2026-09-22,QNRX,2027-01-31,SHORT,RUNUP_FADE,31,not supported,2026-09-22 10:42:52.640830
93055653804308969,2026-09-22,EWTX,2027-03-01,SHORT,DILUTION_SHORT,5,supported,2026-09-22 10:42:52.640830
96414980762970471,2026-09-22,INO,2026-12-31,SHORT,DILUTION_SHORT,35,supported,2026-09-22 10:42:52.640830
102950193952033246,2026-09-22,IMUX,2026-11-01,SELL VOL,VOL_SELL_RICH,22,untested,2026-09-22 00:47:55.175163
110509215720897253,2026-09-22,TTRX,2027-01-20,SHORT,RUNUP_FADE,23,not supported,2026-09-22 10:42:52.640830
115185723597061232,2026-09-22,PFE,2026-12-31,NO TRADE,NO_EDGE,0,,2026-09-22 10:42:52.640830
131984470820949352,2026-09-22,QNRX,2026-12-30,SHORT,RUNUP_FADE,31,not supported,2026-09-22 10:42:52.640830
133098279794403238,2026-09-22,IMVT,2026-10-01,SELL VOL,VOL_SELL_RICH,46,untested,2026-09-22 10:42:52.640830
137190085832525722,2026-09-22,NVS,2027-02-26,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
141792823081270531,2026-09-22,OGN,2026-10-01,BUY VOL,VOL_BUY_CHEAP,73,untested,2026-09-22 10:42:52.640830
146167460664209734,2026-09-22,HELP,2027-03-18,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
149613298904818175,2026-09-22,PFE,2027-03-08,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
159251651238994846,2026-09-22,AMGN,2027-01-06,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
159314738899983951,2026-09-22,ABBV,2027-03-01,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
161771317641149346,2026-09-22,DBVT,2026-11-01,BUY VOL,VOL_BUY_CHEAP,22,untested,2026-09-22 00:47:55.175163
161855385960995621,2026-09-22,ANNX,2026-10-31,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
166743087750950943,2026-09-22,IBO,2026-12-31,SHORT,DILUTION_SHORT,7,supported,2026-09-22 10:42:52.640830
225612656098017037,2026-09-22,AZTR,2027-01-15,SHORT,DILUTION_SHORT,41,supported,2026-09-22 10:42:52.640830
225802608937042066,2026-09-22,INSM,2026-12-31,SHORT,DILUTION_SHORT,18,supported,2026-09-22 00:47:55.175163
233362191413713573,2026-09-22,TAK,2027-01-18,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
234822055845699325,2026-09-22,BMY,2027-01-06,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
236113631186984774,2026-09-22,REGN,2027-02-20,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
242495837709758000,2026-09-22,PHAT,2026-10-01,BUY VOL,VOL_BUY_CHEAP,37,untested,2026-09-22 00:47:55.175163
248496486193258712,2026-09-22,ANRO,2026-12-01,SELL VOL,VOL_SELL_RICH,22,untested,2026-09-22 00:47:55.175163
250224290790937052,2026-09-22,BNTX,2026-11-01,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
255034622971081376,2026-09-22,COGT,2026-11-30,LONG,BASE_RATE_LONG,29,weak,2026-09-22 10:42:52.640830
262203824504230882,2026-09-22,TVRD,2027-02-01,SHORT,DILUTION_SHORT,25,supported,2026-09-22 10:42:52.640830
269226740790565097,2026-09-22,ABBV,2027-01-01,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
273497771305295246,2026-09-22,KRYS,2026-12-01,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
274098570854831896,2026-09-22,ARGX,2026-10-01,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
278735505969029104,2026-09-22,ABBV,2027-03-01,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
280152524911491076,2026-09-22,GOVX,2026-12-31,SHORT,DILUTION_SHORT,55,supported,2026-09-22 00:47:55.175163
292407168323037190,2026-09-22,ALDX,2026-12-01,BUY VOL,VOL_BUY_CHEAP,16,untested,2026-09-22 10:42:52.640830
301662335527679988,2026-09-22,AURA,2026-11-30,SHORT,DILUTION_SHORT,22,supported,2026-09-22 10:42:52.640830
302402720714220874,2026-09-22,TNGX,2026-09-01,NO TRADE,NO_EDGE,5,,2026-09-22 10:42:52.640830
307518635584420795,2026-09-22,MDWD,2026-12-01,BUY VOL,VOL_BUY_CHEAP,25,untested,2026-09-22 10:42:52.640830
310031254084663129,2026-09-22,CNTB,2026-12-01,NO TRADE,NO_EDGE,7,,2026-09-22 10:42:52.640830
343885869048690232,2026-09-22,NAMS,2026-11-01,BUY VOL,VOL_BUY_CHEAP,18,untested,2026-09-22 10:42:52.640830
349971430306725202,2026-09-22,BCDA,2026-12-01,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
368813538721987721,2026-09-22,NVS,2027-01-25,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
370132512291805045,2026-09-22,AZN,2026-09-30,NO TRADE,NO_EDGE,0,,2026-09-22 10:42:52.640830
373954689374004458,2026-09-22,PFE,2026-12-31,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
381706385502149382,2026-09-22,AZN,2026-09-26,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
389716337969426138,2026-09-22,CLDX,2026-10-01,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
390474796628532622,2026-09-22,SKYE,2026-11-20,SHORT,DILUTION_SHORT,14,supported,2026-09-22 10:42:52.640830
396431658262726246,2026-09-22,RARE,2027-01-01,SHORT,DILUTION_SHORT,6,supported,2026-09-22 10:42:52.640830
396991972378637102,2026-09-22,NTHI,2026-11-30,SHORT,DILUTION_SHORT,40,supported,2026-09-22 10:42:52.640830
417949389279068482,2026-09-22,ABBV,2027-02-01,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
433822869339680826,2026-09-22,IRON,2026-10-01,BUY VOL,VOL_BUY_CHEAP,37,untested,2026-09-22 10:42:52.640830
434575756906607083,2026-09-22,BMY,2027-02-16,NO TRADE,NO_EDGE,0,,2026-09-22 10:42:52.640830
435572402079246865,2026-09-22,MLTX,2027-02-04,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
435649122225367913,2026-09-22,AVIR,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
441201457313159655,2026-09-22,IMCR,2026-11-30,SELL VOL,VOL_SELL_RICH,99,untested,2026-09-22 00:47:55.175163
452933539683483806,2026-09-22,BIIB,2026-09-27,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
474691711946611635,2026-09-22,ADAG,2026-10-31,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
483306294086907796,2026-09-22,ARGX,2027-03-01,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
487841267066980184,2026-09-22,SUNI,2027-01-01,SHORT,DILUTION_SHORT,12,supported,2026-09-22 00:47:55.175163
490492667749895407,2026-09-22,AMGN,2027-01-21,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
491848082497852770,2026-09-22,QNRX,2026-12-30,SHORT,RUNUP_FADE,31,not supported,2026-09-22 10:42:52.640830
494381513945079716,2026-09-22,RYTM,2027-03-13,LONG,BASE_RATE_LONG,21,weak,2026-09-22 10:42:52.640830
494532038719456181,2026-09-22,BMY,2026-10-12,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
496183528672515851,2026-09-22,LLY,2026-11-01,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
504518372323109919,2026-09-22,NVS,2026-12-23,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
507965691958461353,2026-09-22,SLN,2026-09-01,NO TRADE,NO_EDGE,5,,2026-09-22 10:42:52.640830
520055922105974873,2026-09-22,VIR,2026-11-01,BUY VOL,VOL_BUY_CHEAP,25,untested,2026-09-22 10:42:52.640830
522496027252750694,2026-09-22,NVO,2026-10-01,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
529472749835000782,2026-09-22,AXSM,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
531922255610958206,2026-09-22,CMND,2026-12-31,NO TRADE,NO_EDGE,6,,2026-09-22 10:42:52.640830
536654844824909747,2026-09-22,ARDX,2027-02-26,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
550770984088601417,2026-09-22,REGN,2026-11-13,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
558252592028877017,2026-09-22,PCRX,2026-12-01,BUY VOL,VOL_BUY_CHEAP,17,untested,2026-09-22 10:42:52.640830
558443163019692833,2026-09-22,SKBBY,2026-12-30,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
573435847797241740,2026-09-22,NTLA,2027-03-10,SHORT,DILUTION_SHORT,17,supported,2026-09-22 10:42:52.640830
574521295167980081,2026-09-22,ABVX,2026-12-01,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
581806079345890887,2026-09-22,NVS,2027-02-04,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
583579727859979907,2026-09-22,RNAC,2026-12-01,SELL VOL,VOL_SELL_RICH,60,untested,2026-09-22 10:42:52.640830
589180912933161750,2026-09-22,ALKS,2026-11-01,NO TRADE,NO_EDGE,2,,2026-09-22 10:42:52.640830
593703082225426947,2026-09-22,BRTX,2026-12-01,SHORT,DILUTION_SHORT,31,supported,2026-09-22 10:42:52.640830
605792516038310370,2026-09-22,AZN,2027-01-11,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
624629195242523235,2026-09-22,ONC,2026-12-31,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
626106268795251743,2026-09-22,BMY,2027-03-18,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
626246263853011393,2026-09-22,LTRN,2026-12-01,SHORT,DILUTION_SHORT,31,supported,2026-09-22 00:47:55.175163
627197171826391139,2026-09-22,IONS,2026-09-22,BUY VOL,VOL_BUY_CHEAP,38,untested,2026-09-22 10:42:52.640830
632915791984634521,2026-09-22,EWTX,2027-01-01,SHORT,DILUTION_SHORT,5,supported,2026-09-22 00:47:55.175163
633610557070501101,2026-09-22,ZURA,2026-11-01,SELL VOL,VOL_SELL_RICH,44,untested,2026-09-22 10:42:52.640830
640947704431986909,2026-09-22,GRCE,2027-03-01,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
642753341605117135,2026-09-22,VERX,2027-03-12,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
647019237411464491,2026-09-22,AZN,2026-10-31,NO TRADE,NO_EDGE,0,,2026-09-22 10:42:52.640830
654405720512636788,2026-09-22,SBFM,2026-12-30,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
655775238371644588,2026-09-22,DWTX,2026-12-01,SHORT,DILUTION_SHORT,35,supported,2026-09-22 00:47:55.175163
666695244088665572,2026-09-22,RCUS,2027-01-01,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
681390530154462512,2026-09-22,TAK,2026-10-31,NO TRADE,NO_EDGE,0,,2026-09-22 10:42:52.640830
709964016535378594,2026-09-22,ABBV,2026-09-01,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
722690761727789329,2026-09-22,IMCR,2026-10-01,NO TRADE,NO_EDGE,5,,2026-09-22 00:47:55.175163
729449591992865425,2026-09-22,REGN,2026-10-07,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
757761488965008448,2026-09-22,SLDB,2026-10-15,BUY VOL,VOL_BUY_CHEAP,39,untested,2026-09-22 00:47:55.175163
764194768413410289,2026-09-22,SNY,2026-12-01,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
767662838639222208,2026-09-22,MIRM,2026-09-26,BUY VOL,VOL_BUY_CHEAP,31,untested,2026-09-22 10:42:52.640830
769162463166394276,2026-09-22,SNY,2026-09-29,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
774786327377869577,2026-09-22,URGN,2027-03-01,SHORT,DILUTION_SHORT,4,supported,2026-09-22 10:42:52.640830
780546423956862194,2026-09-22,DMAC,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
780791740296941732,2026-09-22,DFNS,2027-02-28,SHORT,DILUTION_SHORT,25,supported,2026-09-22 00:47:55.175163
784562518815610767,2026-09-22,GEHC,2026-12-01,NO TRADE,NO_EDGE,3,,2026-09-22 10:42:52.640830
795015977846587540,2026-09-22,LLY,2026-11-01,NO TRADE,NO_EDGE,1,,2026-09-22 10:42:52.640830
802435162071046445,2026-09-22,PFE,2026-12-31,NO TRADE,NO_EDGE,4,,2026-09-22 10:42:52.640830
811177242721446975,2026-09-22,CRBP,2026-11-01,NO TRADE,NO_EDGE,9,,2026-09-22 10:42:52.640830
